eventID,videoID,timed_url,time,img_file,text_file,notes,code_text,coords
17,2,https://www.youtube.com/watch?t=2022&v=i824zN0DGIo,2022,screencapture-localhost-9000-2022-07-19-10_51_26,,"output: [STARTED] Waiting for connection...;
he ran the backend server, no errors were thrown and it ran successfully",,
18,2,https://www.youtube.com/watch?t=2095&v=i824zN0DGIo,2095,screencapture-localhost-9000-2022-07-19-10_53_44,,"code: test.py;
created a test case to verify that we can receive messages from the server and that we can send messages to the server (this one has multiple screenshots)","client_socket = socket(AF_INET, SOCK_STREAM)
client_socket.connect(ADDR)

def receive_messages():
  while True:
    msg = client_socket.recv(BUFSIZ).decode()
    messages.append(msg)
    print(msg)

receive_thread = Thread(target = receive_messages)
receive_thread.start()",316;329;307;206
19,2,https://www.youtube.com/watch?t=2095&v=i824zN0DGIo,2095,screencapture-localhost-9000-2022-07-19-10_55_23,,"code: test.py;
added code to send messages",glitched screenshot,320;339;501;337
20,2,https://www.youtube.com/watch?t=2443&v=i824zN0DGIo,2443,screencapture-localhost-9000-2022-07-19-10_56_18,,output: TypeError: broadcast() missing 1 required positional argument: 'name',,
21,2,https://www.youtube.com/watch?t=2453&v=i824zN0DGIo,2453,screencapture-localhost-9000-2022-07-19-10_56_32,,"code: server.py;
added correct params to broadcast() call to fix error","client = person.client

name = client.recv(BUFSIZ).decode('utf8')
msg = f""{name} has joined the chat!""
broadcast(msg, name)

while True:
  try:
    msg = client.read(BUFSIZ)
    print(f""{name}: "", msg.decode(""utf8""))
",331;322;353;257
22,2,https://www.youtube.com/watch?t=2463&v=i824zN0DGIo,2463,screencapture-localhost-9000-2022-07-19-10_57_07,,output: TypeError: can't concat str to bytes,"client = person.client

name = client.recv(BUFSIZ).decode('utf8')
msg = f""{name} has joined the chat!""
broadcast(msg, name)

while True:
  try:
    msg = client.read(BUFSIZ)
    print(f""{name}: "", msg.decode(""utf8""))
",
23,2,https://www.youtube.com/watch?t=2503&v=i824zN0DGIo,2503,screencapture-localhost-9000-2022-07-19-10_57_42,,"code: server.py;
fixed previous error by fixing typo","client = person.client

name = client.recv(BUFSIZ).decode('utf8')
msg = f""{name} has joined the chat!""
broadcast(msg, name)

while True:
  try:
    msg = client.read(BUFSIZ)
    print(f""{name}: "", msg.decode(""utf8""))
    
    if msg == bytes(""[quit]"", ""utf8""):
      broadcast(f""{name} has left the chat..."",'')
      client.send(bytes(""[quit]"", ""utf8"")",333;316;341;267
24,2,https://www.youtube.com/watch?t=2503&v=i824zN0DGIo,2503,screencapture-localhost-9000-2022-07-19-10_58_07,,output: [CONNECTION] connected to the server,,
25,2,https://www.youtube.com/watch?t=2513&v=i824zN0DGIo,2513,screencapture-localhost-9000-2022-07-19-10_58_07,,"output: Tim: hello;
the test.py file successfully sent a message to the chat app and the message was successfully broadcasted",,
26,2,https://www.youtube.com/watch?t=2575&v=i824zN0DGIo,2575,screencapture-localhost-9000-2022-07-19-10_59_53,,goal: we need to make it possible to properly leave the chat room without throwing a windows error,,
27,2,https://www.youtube.com/watch?t=2684&v=i824zN0DGIo,2684,screencapture-localhost-9000-2022-07-19-11_08_06,,output: [EXCEPTION] [WinError 10038] An operation was attempted on something that is not a socket,,
28,2,https://www.youtube.com/watch?t=2725&v=i824zN0DGIo,2725,screencapture-localhost-9000-2022-07-19-11_08_59,,output: ConnectionAbortedError: [winError 10053] An established connection was aborted by the software in your host machine,,
29,2,https://www.youtube.com/watch?t=2734&v=i824zN0DGIo,2734,screencapture-localhost-9000-2022-07-19-11_08_59,,search:  ConnectionAbortedError: [winError 10053] An established connection was aborted by the software in your host machine,,
30,2,https://www.youtube.com/watch?t=2734&v=i824zN0DGIo,2734,screencapture-localhost-9000-2022-07-19-11_11_06,,"visit: stackOverflow;
clicked on the first page that offered advice on ConnectionAbortedError","ot saod_nossagat msg)

para

cient socket send(oyten(me. »
at mag =
client socket close)

eeceave thread - Thread( saree receive messages?
receive cnvead. stare()

.

sena_nessagel ©}

tine stee()

‘snd nes sazel ,
",314;333;294;261
31,2,https://www.youtube.com/watch?t=2734&v=i824zN0DGIo,2734,screencapture-localhost-9000-2022-07-19-11_11_06,,"code: test.py;
made test cases more detailed","ot sand messager msg

para

cient socket send(oyten(me. »
at mag =
client socket close)

eeceave thread - Thread( saree receive messages?
receive cnvead. stare()

.

sena_nessagel ©}

tine stee()

‘snd nes sazel ,
",316;326;286;278
32,2,https://www.youtube.com/watch?t=2939&v=i824zN0DGIo,2939,screencapture-localhost-9000-2022-07-19-11_14_51,,output: [EXCEPTION] [WinError 10054] An existing connection was forcibly closed by the remote host,,
33,2,https://www.youtube.com/watch?t=3025&v=i824zN0DGIo,3025,screencapture-localhost-9000-2022-07-19-11_14_09,,"code: server.py;
attempted to fix bug causing errors by making sure to close the client before broadcasting that somebody left the room","while True:
  try:
    msg = client.read(BUFSIZ)
    print(f""{name}: "", msg.decode(""utf8""))
    
    if msg == bytes(""[quit]"", ""utf8""):
      client.send(bytes(""[quit]"", ""utf8"")
      client.close()
      broadcast(f""{name} has left the chat..."",'')
      persons.remove(person)
      break
    else:
      broadcast(msg, name="": ""_
      print(f""{name}: "", msg.decode(""utf8""))
  except Exception as e:",329;333;296;251
34,2,https://www.youtube.com/watch?t=3058&v=i824zN0DGIo,3058,screencapture-localhost-9000-2022-07-19-11_14_51,,output: [EXCEPTION] [WinError 10053] An established connection was aborted by the software in your host machine,,
35,2,https://www.youtube.com/watch?t=3191&v=i824zN0DGIo,3191,screencapture-localhost-9000-2022-07-19-11_21_13,,other: tried to turn off windows firewall to solve connection error didn't work,,
36,2,https://www.youtube.com/watch?t=3217&v=i824zN0DGIo,3217,screencapture-localhost-9000-2022-07-19-11_21_57,,"code: server.py;
moved code to remove person from list of people in chat app to before the broadcast function is called (instead of after) to fix errors","while True:
  try:
    msg = client.read(BUFSIZ)
    print(f""{name}: "", msg.decode(""utf8""))
    
    if msg == bytes(""[quit]"", ""utf8""):
      client.send(bytes(""[quit]"", ""utf8"")
      client.close()
      broadcast(f""{name} has left the chat..."",'')
      persons.remove(person)
      break
    else:
      broadcast(msg, name="": ""_
      print(f""{name}: "", msg.decode(""utf8""))
  except Exception as e:
    print(""[EXCEPTION]"", e)
    break",312;322;307;265
37,2,https://www.youtube.com/watch?t=3258&v=i824zN0DGIo,3258,screencapture-localhost-9000-2022-07-19-11_23_23,,"output: [DISCONNECTED] Joe disconnected;
disconnecting now works",,
38,2,https://www.youtube.com/watch?t=3267&v=i824zN0DGIo,3267,screencapture-localhost-9000-2022-07-19-11_24_07,,goal: I want to make it possible for two clients to chat at the same time,,
39,2,https://www.youtube.com/watch?t=3570&v=i824zN0DGIo,3570,screencapture-localhost-9000-2022-07-19-11_27_59,,"code: client.py;
Made a class called Client() that has the ability to send and receive messaged to/from server (this makes testing multiple people chatting at once easy) [multiple pictures]","def __init__(self, name):
  self.client_socket = socket(AF_INET, SOCK_STREAM)
  self.client_socket.connect(self.ADDR)
  self.messages = []
  receive_thread = Thread(target=self.receive_messages)

def receive_messages(self):
  while True:
    try:
      msg = self.client_socket.recv(self.BUFSIZ).decode(""utf8"")
      self.messages.append(msg)
    except Exception as e:
      print(""[EXCEPTION]"", e)
      break",362;333;359;337
40,2,https://www.youtube.com/watch?t=3624&v=i824zN0DGIo,3624,screencapture-localhost-9000-2022-07-19-11_29_49,,search: shared concurrent memory python,,
41,2,https://www.youtube.com/watch?t=3624&v=i824zN0DGIo,3624,screencapture-localhost-9000-2022-07-19-11_32_55,,"visit: python docs;
multiprocessing shared memory","ont + mg
edient socker.senainytes(ase, By
ve ngp
Fetdemt seeker closet)
et get_messages(°1)
retvers free

retucn on *onaeeages
",369;350;290;259
42,2,https://www.youtube.com/watch?t=3709&v=i824zN0DGIo,3709,screencapture-localhost-9000-2022-07-19-11_36_17,,"code: client.py;
added a get_messages() method","def __init__(self, name):
  self.client_socket = socket(AF_INET, SOCK_STREAM)
  self.client_socket.connect(self.ADDR)
  self.messages = []
  receive_thread = Thread(target=self.receive_messages)

def receive_messages(self):
  while True:
    try:
      msg = self.client_socket.recv(self.BUFSIZ).decode(""utf8"")
      self.lock.acquire()
      self.messages.append(msg)
      print(msg)
    except Exception as e:
      print(""[EXCEPTION]"", e)
      break

def send_message(self, msg):
  pass",364;320;387;331
43,2,https://www.youtube.com/watch?t=3731&v=i824zN0DGIo,3731,screencapture-localhost-9000-2022-07-19-11_29_49,,search: thread lock python,,
44,2,https://www.youtube.com/watch?t=3734&v=i824zN0DGIo,3734,screencapture-localhost-9000-2022-07-19-11_32_55,,"visit: effect.org;
Thread Synchronization in Python","ont + mg
edient socker.senainytes(ase, By
ve msg

Fetdemt seeker closet)
et get_messages(

retvers foe

retucn on *onaeeages
",364;350;290;265
45,2,https://www.youtube.com/watch?t=3959&v=i824zN0DGIo,3959,screencapture-localhost-9000-2022-07-19-11_36_17,,"code: client.py;
added code to aquire and release the client when needed","def receive_messages(self):
  while True:
    try:
      msg = self.client_socket.recv(self.BUFSIZ).decode(""utf8"")
      self.lock.acquire()
      self.messages.append(msg)
      self.lock.release()
      print(msg)
    except Exception as e:
      print(""[EXCEPTION]"", e)
      break

def send_message(self, msg):
  pass",356;375;383;263
46,2,https://www.youtube.com/watch?t=4057&v=i824zN0DGIo,4057,screencapture-localhost-9000-2022-07-19-11_38_24,,"code: test.py;
created new tests using the new Client() class","from client import Client
import time

c1 = Client(""Tim"")
c2 = Client(""Joe"")

c1.send_message(""hello"")
c2.send_message(""whats up"")
time.sleep(1)
c1.send_message(""nothing much, hbu"")
time.sleep(1)
c2.send_message(""Boring..."")",347;316;229;206
47,2,https://www.youtube.com/watch?t=4074&v=i824zN0DGIo,4074,screencapture-localhost-9000-2022-07-19-11_41_43,,"code: client.py;
added a disconnect() method","  self.client_socket.send(bytes(msg, ""utf8""))
  if msg == ""[quit]"":
    self.client_socket.close()

def get_messages(self):
  self.lock.acquire()
  self.lock.release()
  return self.messages

def disconnect(self):
  self.send_messages(""[quit]"")",369;331;301;295
48,2,https://www.youtube.com/watch?t=4200&v=i824zN0DGIo,4200,screencapture-localhost-9000-2022-07-19-11_42_04,,output: [EXCEPTION] can't concat str to bytesP,,
53,2,https://www.youtube.com/watch?t=4495&v=i824zN0DGIo,4495,screencapture-localhost-9000-2022-07-19-11_45_33,,"code: test.py;
made a thread for update_messages() so that it can be run in parallel to other code","time.sleep(5)

c1.disconnect()
time.sleep(2)
c2.disconnect()

def update_messages():
  msgs = []
  while True:
    time.sleep(0.1)
    new_messages = c1.get_messages()
    msg.extend(new_messages)
    for msg in new_messages:
      print(msg)",343;312;246;219
54,2,https://www.youtube.com/watch?t=4570&v=i824zN0DGIo,4570,screencapture-localhost-9000-2022-07-19-11_48_36,,output: [EXCEPTION] 'Client' object has no attribute 'lock',,
55,2,https://www.youtube.com/watch?t=4760&v=i824zN0DGIo,4760,screencapture-localhost-9000-2022-07-19-11_52_09,,output: [EXCEPTION] can't concat str to bytes,"preatinng)
if msg =
ron + False

break
Uceadt eo gr -upuate messages ) start

ci .send messaze( >
tame ssleepts)

cls send,aezsaget >

tame. sleapts)

ci send messages >
Line sleeots)

cdo vend nessagel >
tame sLeeof 5)

hedincomert)
tie. sleep(?)
",347;318;269;263
56,2,https://www.youtube.com/watch?t=4827&v=i824zN0DGIo,4827,screencapture-localhost-9000-2022-07-19-11_53_21,,"code: server.py;
added a bytes() conversion to his broadcast() call to fix the TypeError","while True:
  try:
    msg = client.recv(BUFSIZ)
    if msg == bytes(""[quit]"", ""utf8""):
      client.close()
      persons.remove(person)
      broadcast(bytes(f""{name} has left the chat..."", ""utf8"")
      print(f""[DISCONNECTED] {name} disconnected"")
      break
    else:
      broadcast(msg, name="": "")
      print(f""{name}: "", msg.decode(""utf8""))
  except Exception as e:
    print(""[EXCEPTION]"", e)
    break",362;318;477;253
57,2,https://www.youtube.com/watch?t=5124&v=i824zN0DGIo,5124,screencapture-localhost-9000-2022-07-19-11_57_34,,goal: now we need to build out the web app,,
58,2,https://www.youtube.com/watch?t=5129&v=i824zN0DGIo,5129,screencapture-localhost-9000-2022-07-19-11_57_45,,search: techwithtim,,
59,2,https://www.youtube.com/watch?t=5134&v=i824zN0DGIo,5134,screencapture-localhost-9000-2022-07-19-11_57_45,,"visit: techwithtim.net;
he's looking at his own flask tutorials",,
60,2,https://www.youtube.com/watch?t=5165&v=i824zN0DGIo,5165,screencapture-localhost-9000-2022-07-19-11_58_39,,"code: main.py;
began creation of the flask web server","From flask import Flask
app = FLask(__name__)

if __name__ == ""__main__"":
  app.run()
",337;316;286;366
61,2,https://www.youtube.com/watch?t=5613&v=i824zN0DGIo,5613,screencapture-localhost-9000-2022-07-19-13_07_45,,"code: main.py;
added home app route
","from flask import Flask, render_template

app = Flask(__name__)

@app.route(""/"")
def home():
  return render_template("""")

if __name__ == ""__main__"":
  app.run(debug=True)  ",354;316;271;198
62,2,https://www.youtube.com/watch?t=5693&v=i824zN0DGIo,5693,screencapture-localhost-9000-2022-07-19-13_09_48,,"goal: I want one page that pops up at beginning that asks your name, and then you get placed in a 10-person chat room. Messages will be sent from frontend to flask, which will handle them",,
64,2,https://www.youtube.com/watch?t=5676&v=i824zN0DGIo,5676,screencapture-localhost-9000-2022-07-19-13_09_48,,search: call python function in flask from javascript,,
65,2,https://www.youtube.com/watch?t=5677&v=i824zN0DGIo,5677,screencapture-localhost-9000-2022-07-19-13_09_48,,"visit: StackOverflow;
visited page about calling flask functions from js",,
66,2,https://www.youtube.com/watch?t=5948&v=i824zN0DGIo,5948,screencapture-localhost-9000-2022-07-19-13_12_08,,"code: main.py;
added login route and a few global variables ","from flask import Flask, render_template

NAME_KEY = 'name'

app = Flask(__name__)
app.secret_key = ""kawjdnawkjdnawkjdn""

@app.route(""/login"")
def login():
  return render_template("""")


@app.route(""/"")
@app.route(""/home"")
def home():
  if NAME_KEY not in session:
    return redirect(url_for(""login""))
  return render_template("""")

if __name__ == ""__main__"":
  app.run(debug=True)  ",354;316;265;345
67,2,https://www.youtube.com/watch?t=5948&v=i824zN0DGIo,5948,screencapture-localhost-9000-2022-07-19-13_09_48,,"goal: the front end will be just a side bar with options to login, logout, or chat",,
68,2,https://www.youtube.com/watch?t=6009&v=i824zN0DGIo,6009,screencapture-localhost-9000-2022-07-19-13_12_08,,"code: main.py;
added logout route","from flask import Flask, render_template

NAME_KEY = 'name'

app = Flask(__name__)
app.secret_key = ""kawjdnawkjdnawkjdn""

@app.route(""/login"")
def login():
  return render_template("""")


@app.route(""/"")
@app.route(""/home"")
def home():
  if NAME_KEY not in session:
    return redirect(url_for(""login""))
  return render_template("""")

if __name__ == ""__main__"":
  app.run(debug=True)  ",350;318;273;329
69,2,https://www.youtube.com/watch?t=6150&v=i824zN0DGIo,6150,screencapture-localhost-9000-2022-07-19-13_15_31,,search: bootstrap website themes,,
70,2,https://www.youtube.com/watch?t=6154&v=i824zN0DGIo,6154,screencapture-localhost-9000-2022-07-19-13_15_31,,"visit: bootstrapmade.com;
looking for a website template",,
71,2,https://www.youtube.com/watch?t=6223&v=i824zN0DGIo,6223,screencapture-localhost-9000-2022-07-19-13_16_59,,search: simple free website themes,,
79,2,https://www.youtube.com/watch?t=6437&v=i824zN0DGIo,6437,screencapture-localhost-9000-2022-07-19-13_16_59,,search: bootstrap website themes,,
80,2,https://www.youtube.com/watch?t=6535&v=i824zN0DGIo,6535,screencapture-localhost-9000-2022-07-19-13_27_13,,"code: base.html;
makes the base template that others will inherit from, adds all necessary imports and creates blocks as needed","<doctype html>
<html lang=""en"">
  <head>
    <meta charset=""utf-8"">
    <meta name=""viewport"">
    <link rel=""stylesheet"">
    <title>{% block title%}{% endblock %}</title>
  </head>

  <body>
    <div class=""container"">
      {% block content %}
      {% endblock %}
    </div>
  
    <script src=""https://.."">
    <script src=""https://.."">
    <script src=""https://.."">

  </body>
</html>",345;316;279;350
81,2,https://www.youtube.com/watch?t=6646&v=i824zN0DGIo,6646,screencapture-localhost-9000-2022-07-19-13_28_35,,"code: index.html;
made index template (inherits from base layout)","{% extends ""base.html"" %}

{% block title %}Home{% endblock %}
{% block content %}
{% endblock %}",335;314;263;204
82,2,https://www.youtube.com/watch?t=6646&v=i824zN0DGIo,6646,screencapture-localhost-9000-2022-07-19-13_29_03,,"visit: getbootstrap.com;
reading bootstrap docs overview to refresh before he makes GUI","Ys extends ""base html"" %}
Yh block title SHonef endblack 9}
AK blocle content

4% endblock 3}
",337;318;277;143
83,2,https://www.youtube.com/watch?t=6685&v=i824zN0DGIo,6685,screencapture-localhost-9000-2022-07-19-13_29_03,,goal: let's build a sidebar first,,
84,2,https://www.youtube.com/watch?t=6705&v=i824zN0DGIo,6705,screencapture-localhost-9000-2022-07-19-13_30_07,,"visit: getbootstrap.com/docs/4.4/components/navbar;
looking for a nice navbar to steal",,
85,2,https://www.youtube.com/watch?t=6795&v=i824zN0DGIo,6795,screencapture-localhost-9000-2022-07-19-13_31_13,,"code: base.html;
imported code for a navbar","<doctype html>
<html lang=""en"">
  
  <nav class=""navbar navbar-expand-lg navbar-light bg-light"">
    <h1 class=""navbar-brand"" href=""#""> CHAT APP </h1>
    <button class=""navbar-toggler"">
    <button class=""navbar-toggler"">
      <span class=""navbar-toggler-icon""></span>
    </button>
    <div class=""collapse navbar-collapse"">
      <div class=""navbar nav"">
        <a href=""#""> Chat </a>
        <a href=""#""> Login </a>
        <a href=""#""> Logout </a>
      </div>
    </div>
  </nav>

  <body>
    <div class=""container"">
      {% block content %}
      {% endblock %}
    </div>
  
    <script src=""https://.."">
    <script src=""https://.."">
    <script src=""https://.."">

  </body>
</html>",356;337;715;373
86,2,https://www.youtube.com/watch?t=6857&v=i824zN0DGIo,6857,screencapture-localhost-9000-2022-07-19-13_32_14,,"revisit: techwithtim.net;
looking at his flask tutorial again, trying to figure out template inheritance",,
87,2,https://www.youtube.com/watch?t=6905&v=i824zN0DGIo,6905,screencapture-localhost-9000-2022-07-19-13_32_54,,output: jinja2.exceptions.TemplateNotFound,"{& extends *hase-html* x}
{% block title sivlomefx endbLeck ‘Sh
1% block content €}

chBpTESTe/h>

{& endblock &}
",333;316;284;88
88,2,https://www.youtube.com/watch?t=6965&v=i824zN0DGIo,6965,screencapture-localhost-9000-2022-07-19-13_34_05,,"output:  ;
front end works as desired","Boppsroute(’ "")
‘app-route("" “rame"")
ef home()

cee et
retuen render template ‘uncesshe-U}
if name = * main

‘Son ru aebug=TeWe)
",343;326;282;219
89,2,https://www.youtube.com/watch?t=6984&v=i824zN0DGIo,6984,screencapture-localhost-9000-2022-07-19-13_35_07,,goal: now it's time to make the chat window and the login screen,,
90,2,https://www.youtube.com/watch?t=6986&v=i824zN0DGIo,6986,screencapture-localhost-9000-2022-07-19-17_24_24,,goal: I want to be able to click a button on the front end that calls a python function from flask,,
91,2,https://www.youtube.com/watch?t=7065&v=i824zN0DGIo,7065,screencapture-localhost-9000-2022-07-19-17_25_51,,"revisit: getbootstrap.com;
reading docs to see how to make a button call a javascript function",,
92,2,https://www.youtube.com/watch?t=7119&v=i824zN0DGIo,7119,screencapture-localhost-9000-2022-07-19-17_26_38,,search: github,"extends ‘hase html x}

block title slanef% endbLeck
block content €}

I>TEST</ht>
ieton type:
endblock %}

ut tan"" class:

bn ota-priaey ote

",354;316;265;345
93,2,https://www.youtube.com/watch?t=7119&v=i824zN0DGIo,7119,screencapture-localhost-9000-2022-07-19-17_26_55,,"visit: github.com;
he checks one of his repositories to see how to set up buttons",,
94,2,https://www.youtube.com/watch?t=7238&v=i824zN0DGIo,7238,screencapture-localhost-9000-2022-07-19-17_27_56,,search: loading javascript flask,,
95,2,https://www.youtube.com/watch?t=7248&v=i824zN0DGIo,7248,screencapture-localhost-9000-2022-07-19-17_27_56,,"revisit: stackOverflow;
trying to find out how to load js in flask",,
96,2,https://www.youtube.com/watch?t=7356&v=i824zN0DGIo,7356,screencapture-localhost-9000-2022-07-19-17_32_47,,"code: index.html;
added code to make button work","{% extends 'base.html' %}

(% block title %} Home {% endblock %}
{% block content %}
  <h1>TEST</h1>
  <button id=""test"" type=""button"" class=""btn btn-primary btn-lg"">Large button</button>
  <script type=""text/javascript"" src=""{{ url_for{'static', filename='index.js'} }}'></script>
{% endblock %}",341;320;535;144
97,2,https://www.youtube.com/watch?t=7378&v=i824zN0DGIo,7378,screencapture-localhost-9000-2022-07-19-17_33_24,,"code: index.js;
added code to make button work","$.function() {
           $('#test').bind('click, function() {
             $.getJSON('/run',
               function(data) {
                 //do nothing
               });
               return False;
              });
            });",339;318;291;140
98,2,https://www.youtube.com/watch?t=7404&v=i824zN0DGIo,7404,screencapture-localhost-9000-2022-07-19-17_33_52,,output: the button is not calling a function when clicked as intended,,
99,2,https://www.youtube.com/watch?t=7433&v=i824zN0DGIo,7433,screencapture-localhost-9000-2022-07-19-17_34_36,,"output: Uncaught ReferenceError;
came from chrome dev tools console",,
100,2,https://www.youtube.com/watch?t=7506&v=i824zN0DGIo,7506,screencapture-localhost-9000-2022-07-19-17_36_02,,"output: Uncaught TypeError: $.getJSON is not a function at HTMLButtonElement.<anonymous> (index.js:3);
output in chrome dev tools console",,
101,2,https://www.youtube.com/watch?t=7604&v=i824zN0DGIo,7604,screencapture-localhost-9000-2022-07-19-17_38_12,,"revisit: StackOverflow;
still stuck on figuring out why the button press isn't triggering a function",,
104,2,https://www.youtube.com/watch?t=7720&v=i824zN0DGIo,7720,screencapture-localhost-9000-2022-07-19-17_39_28,,"code: index.js;
copied in new code to try and fix button glitch","| Mfunction(> 4

SC stim "")binwl 0 sy function)

$.gerI80UC fru, fe ee oats
Funetion(sata) {
a2 ovna2
D:
return false;
be
Dr
",333;318;277;138
105,2,https://www.youtube.com/watch?t=7717&v=i824zN0DGIo,7717,screencapture-localhost-9000-2022-07-19-17_39_28,,output: Uncaught TypeError: $.getJSON is not a function at HTMLElement.<anonymous> (index.js:3),"$.function() {
           $('a#test').bind('click, function() {
             $.getJSON('/run', // < HERE
               function(data) {
                 //do nothing
               });
               return False;
              });
            });",337;314;279;148
106,2,https://www.youtube.com/watch?t=7760&v=i824zN0DGIo,7760,screencapture-localhost-9000-2022-07-19-17_41_35,,"code: index.html;
changed version of javascript being imported","{% extends 'base.html' %}

{% block title %}Home{% endblock %}
{% block content %}
<h1>TEST</h1>
<form>
  <button id=""test"" type=""button"" class=""btn btn-primary btn-lg"">Large button</button>
</form>
<script src=""""></script>
<script type=""test/javascript"" src=""""></script>
{% endblock %}",339;318;535;173
107,2,https://www.youtube.com/watch?t=7785&v=i824zN0DGIo,7785,screencapture-localhost-9000-2022-07-19-17_41_58,,search: javascript fetch api,,
